title,tokens,tokens_text,num_tokens,category,location,price_numeric
"House for sale in Tokha Road, Gongabu","['house', 'sale', 'tokha', 'road', 'gongabu']",house sale tokha road gongabu,5,House,"Gongabu, Kathmandu",37500000.0
"House on sale in Santa Colony, Golfutar","['house', 'sale', 'santa', 'colony', 'golfutar']",house sale santa colony golfutar,5,House,"Golfutar, Kathmandu",43500000.0
House on Sale at Manamaiju,"['house', 'sale', 'manamaiju']",house sale manamaiju,3,House,"Manamaiju, Kathmandu",32500000.0
"House on sale in Grande, Dhapasi Kathmandu","['house', 'sale', 'grande', 'dhapasi', 'kathmandu']",house sale grande dhapasi kathmandu,5,House,"Dhapasi, Kathmandu",31000000.0
"House on sale at Banasthali, Kharibot","['house', 'sale', 'banasthali', 'kharibot']",house sale banasthali kharibot,4,House,"Banasthali, Kathmandu",31000000.0
Brand new residential bungalow house for sale in Budhanilkantha,"['brand', 'new', 'residential', 'bungalow', 'house', 'sale', 'budhanilkantha']",brand new residential bungalow house sale budhanilkantha,7,House,"Budhanilkantha, Kathmandu",47500000.0
"House on sale in Manjushree Marga, Bhaisepati","['house', 'sale', 'manjushree', 'marga', 'bhaisepati']",house sale manjushree marga bhaisepati,5,House,"Manjushree Marga, Lalitpur",27500000.0
"Semi furnished house for sale in Budhanilkantha, Kathmandu","['semi', 'furnished', 'house', 'sale', 'budhanilkantha', 'kathmandu']",semi furnished house sale budhanilkantha kathmandu,6,House,"Budhanilkantha, Kathmandu",32000000.0
Beautiful house for sale in Handigaun,"['beautiful', 'house', 'sale', 'handigaun']",beautiful house sale handigaun,4,House,"Handigaun, Kathmandu",52500000.0
Comfort house on sale at Chakupat,"['comfort', 'house', 'sale', 'chakupat']",comfort house sale chakupat,4,House,"Chakupat, Lalitpur",60000000.0
"Brand new house for sale at Sundarbasti, Budhanilkantha","['brand', 'new', 'house', 'sale', 'sundarbasti', 'budhanilkantha']",brand new house sale sundarbasti budhanilkantha,6,House,"Sundarbasti, Kathmandu",24500000.0
"Newly built house for sale near Deuba Chowk, Budhanilkantha","['newly', 'built', 'house', 'sale', 'near', 'deuba', 'chowk', 'budhanilkantha']",newly built house sale near deuba chowk budhanilkantha,8,House,"Deuwa chowk, Kathmandu",70000000.0
"House on sale at Dhaulagiri Aawas, Satungal","['house', 'sale', 'dhaulagiri', 'aawas', 'satungal']",house sale dhaulagiri aawas satungal,5,House,"Satungal, Kathmandu",21500000.0
Semi furnished bungalow on sale at Hattigauda,"['semi', 'furnished', 'bungalow', 'sale', 'hattigauda']",semi furnished bungalow sale hattigauda,5,House,"Hattigaunda, Kathmandu",57500000.0
"House on sale next to Alice Restaurant, Naxal","['house', 'sale', 'next', 'alice', 'restaurant', 'naxal']",house sale next alice restaurant naxal,6,House,"Naxal, Kathmandu",82000000.0
"Atractive house for sale in Bansbari, Kathmandu","['atractive', 'house', 'sale', 'bansbari', 'kathmandu']",atractive house sale bansbari kathmandu,5,House,"Bansbari, Kathmandu",55000000.0
"Beautiful house for sale in Ram Mandir, Kapan","['beautiful', 'house', 'sale', 'ram', 'mandir', 'kapan']",beautiful house sale ram mandir kapan,6,House,"Kapan, Kathmandu",19500000.0
Newly built house for sale in Mandikhatar Faat,"['newly', 'built', 'house', 'sale', 'mandikhatar', 'faat']",newly built house sale mandikhatar faat,6,House,"Mandikhatar, Kathmandu",28500000.0
Semi furnished bungalow for sale at Bhimsengola,"['semi', 'furnished', 'bungalow', 'sale', 'bhimsengola']",semi furnished bungalow sale bhimsengola,5,House,"Bhimsengola, Kathmandu",150000000.0
"House on sale near Akshar Academy, Ghattekulo","['house', 'sale', 'near', 'akshar', 'academy', 'ghattekulo']",house sale near akshar academy ghattekulo,6,House,"Ghattekulo, Kathmandu",35000000.0
"House for sale near Akshar Academy, Ghattekulo","['house', 'sale', 'near', 'akshar', 'academy', 'ghattekulo']",house sale near akshar academy ghattekulo,6,House,"Ghattekulo, Kathmandu",65000000.0
"House for sale behind Civil Hospital, Minbhawan","['house', 'sale', 'behind', 'civil', 'hospital', 'minbhawan']",house sale behind civil hospital minbhawan,6,House,"Minbhawan, Kathmandu",35000000.0
"House on sale in near Akasedhara, Kapan","['house', 'sale', 'near', 'akasedhara', 'kapan']",house sale near akasedhara kapan,5,House,"Kapan, Kathmandu",22500000.0
Newly built bungalow for sale at Hattigauda,"['newly', 'built', 'bungalow', 'sale', 'hattigauda']",newly built bungalow sale hattigauda,5,House,"Hattigaunda, Kathmandu",67500000.0
House on sale at a gated colony of Bhaisepati,"['house', 'sale', 'gated', 'colony', 'bhaisepati']",house sale gated colony bhaisepati,5,House,"Bhaisepati, Lalitpur",43000000.0
"House for sale in Prayashnagar, Samakhushi","['house', 'sale', 'prayashnagar', 'samakhushi']",house sale prayashnagar samakhushi,4,House,"Samakhusi, Kathmandu",30500000.0
Luxurious house for sale at Budhanilkantha,"['luxurious', 'house', 'sale', 'budhanilkantha']",luxurious house sale budhanilkantha,4,House,"Budhanilkantha, Kathmandu",69000000.0
"Furnished house on sale at Bhaisepati, Lalitpur","['furnished', 'house', 'sale', 'bhaisepati', 'lalitpur']",furnished house sale bhaisepati lalitpur,5,House,"Bhaisepati, Lalitpur",40000000.0
Semi furnished beautiful house on sale in Budhanilkantha,"['semi', 'furnished', 'beautiful', 'house', 'sale', 'budhanilkantha']",semi furnished beautiful house sale budhanilkantha,6,House,"Budhanilkantha, Kathmandu",82000000.0
Brand new bungalow for sale at Budhanilkantha,"['brand', 'new', 'bungalow', 'sale', 'budhanilkantha']",brand new bungalow sale budhanilkantha,5,House,"Budhanilkantha, Kathmandu",47000000.0
New built house for sale in Budhanilkantha,"['new', 'built', 'house', 'sale', 'budhanilkantha']",new built house sale budhanilkantha,5,House,"Budhanilkantha, Kathmandu",19000000.0
"Beautiful house on sale in Panityanki, Mahankal","['beautiful', 'house', 'sale', 'panityanki', 'mahankal']",beautiful house sale panityanki mahankal,5,House,"Mahankal, Kathmandu",33500000.0
Residential house for sale at Dhumbarahi,"['residential', 'house', 'sale', 'dhumbarahi']",residential house sale dhumbarahi,4,House,"Dhumbarahi, Kathmandu",33000000.0
"House on sale near Rai School, Narayantar","['house', 'sale', 'near', 'rai', 'school', 'narayantar']",house sale near rai school narayantar,6,House,"Narayantar, Kathmandu",30000000.0
"Semi furnished house for sale in Budhanilkantha, Kathmandu","['semi', 'furnished', 'house', 'sale', 'budhanilkantha', 'kathmandu']",semi furnished house sale budhanilkantha kathmandu,6,House,"Budhanilkantha, Kathmandu",46500000.0
"House on sale in Narayantar, Kathmandu","['house', 'sale', 'narayantar', 'kathmandu']",house sale narayantar kathmandu,4,House,"Narayantar, Kathmandu",24000000.0
"House on sale at Bhairabchaur, Gokarneshwor","['house', 'sale', 'bhairabchaur', 'gokarneshwor']",house sale bhairabchaur gokarneshwor,4,House,"Bhairabchaur, Kathmandu",35000000.0
New built house on sale in Budhanilkantha,"['new', 'built', 'house', 'sale', 'budhanilkantha']",new built house sale budhanilkantha,5,House,"Budhanilkantha, Kathmandu",32000000.0
"Luxurious Houses available at Downtown Residency, Dhapakhel","['luxurious', 'house', 'available', 'downtown', 'residency', 'dhapakhel']",luxurious house available downtown residency dhapakhel,6,House,"Nagdaha, Lalitpur",33000000.0
House for sale at Sorhakhutte,"['house', 'sale', 'sorhakhutte']",house sale sorhakhutte,3,House,"Sorhakhutte, Kathmandu",47500000.0
Beautiful house on sale at Raniban,"['beautiful', 'house', 'sale', 'raniban']",beautiful house sale raniban,4,House,"Raniban, Kathmandu",28000000.0
"House on sale in Dhapasi, Kathmandu","['house', 'sale', 'dhapasi', 'kathmandu']",house sale dhapasi kathmandu,4,House,"Dhapasi, Kathmandu",37500000.0
"Beautiful house for sale in Budhanilkantha, Kathmandu","['beautiful', 'house', 'sale', 'budhanilkantha', 'kathmandu']",beautiful house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",29000000.0
"House on sale near Shemrock School, Gongabu","['house', 'sale', 'near', 'shemrock', 'school', 'gongabu']",house sale near shemrock school gongabu,6,House,"Gongabu, Kathmandu",37000000.0
"House on sale at Sampang Chowk, Lalitpur","['house', 'sale', 'sampang', 'chowk', 'lalitpur']",house sale sampang chowk lalitpur,5,House,"Sampang Chowk, Lalitpur",38500000.0
Brand new bungalow house for sale at Budhanilkantha,"['brand', 'new', 'bungalow', 'house', 'sale', 'budhanilkantha']",brand new bungalow house sale budhanilkantha,6,House,"Budhanilkantha, Kathmandu",47500000.0
"House on sale near Panchakanya School, Baluwatar","['house', 'sale', 'near', 'panchakanya', 'school', 'baluwatar']",house sale near panchakanya school baluwatar,6,House,"Baluwatar, Kathmandu",71500000.0
"House on sale in Ganeshchowk, Budhanilkantha","['house', 'sale', 'ganeshchowk', 'budhanilkantha']",house sale ganeshchowk budhanilkantha,4,House,"Ganesh Chowk, Kathmandu",62000000.0
"Semi bungalow house for sale in Budhanilkantha, Kathmandu","['semi', 'bungalow', 'house', 'sale', 'budhanilkantha', 'kathmandu']",semi bungalow house sale budhanilkantha kathmandu,6,House,"Budhanilkantha, Kathmandu",45000000.0
"Beautiful house on sale in Budhanilkantha, kathmandu","['beautiful', 'house', 'sale', 'budhanilkantha', 'kathmandu']",beautiful house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",37500000.0
"House for sale near Mediciti Hospital, Nakkhu","['house', 'sale', 'near', 'mediciti', 'hospital', 'nakkhu']",house sale near mediciti hospital nakkhu,6,House,"Nakkhu, Lalitpur",31000000.0
"Brand new house for sale in Gwarko, Lalitpur","['brand', 'new', 'house', 'sale', 'gwarko', 'lalitpur']",brand new house sale gwarko lalitpur,6,House,"Gwarko, Lalitpur",35500000.0
"House on sale near ward office, Gothatar","['house', 'sale', 'near', 'ward', 'office', 'gothatar']",house sale near ward office gothatar,6,House,"Gothatar, Kathmandu",56000000.0
House on sale at Kalimati,"['house', 'sale', 'kalimati']",house sale kalimati,3,House,"Kalimati, Kathmandu",92500000.0
"House for sale in Nalinchowk, Bhaktpur ","['house', 'sale', 'nalinchowk', 'bhaktpur']",house sale nalinchowk bhaktpur,4,House,"Nalinchwok, Bhaktapur",11000000.0
"Bungalow for sale near Euro School, Ganesh Chowk","['bungalow', 'sale', 'near', 'euro', 'school', 'ganesh', 'chowk']",bungalow sale near euro school ganesh chowk,7,House,"Ganesh Chowk, Kathmandu",70000000.0
"Residential house for sale in Grande Villa, Tokha","['residential', 'house', 'sale', 'grande', 'villa', 'tokha']",residential house sale grande villa tokha,6,House,"Grande Villa, Kathmandu",39000000.0
"Beautiful bungalow for sale in Thecho, Lalitpur","['beautiful', 'bungalow', 'sale', 'thecho', 'lalitpur']",beautiful bungalow sale thecho lalitpur,5,House,"Thecho, Lalitpur",79500000.0
"Beautiful house on sale in Kharibot, Samakhusi","['beautiful', 'house', 'sale', 'kharibot', 'samakhusi']",beautiful house sale kharibot samakhusi,5,House,"Samakhushi chowk, Kathmandu",33000000.0
"Attractive house on sale in Aakasedhara, Kapan","['attractive', 'house', 'sale', 'aakasedhara', 'kapan']",attractive house sale aakasedhara kapan,5,House,"Aakasedhara, Kathmandu",32000000.0
Brand new bungalow for sale in Dhumbarahi,"['brand', 'new', 'bungalow', 'sale', 'dhumbarahi']",brand new bungalow sale dhumbarahi,5,House,"Dhumbarahi, Kathmandu",65000000.0
"Brand new house on sale in Kharibot, Kapan","['brand', 'new', 'house', 'sale', 'kharibot', 'kapan']",brand new house sale kharibot kapan,6,House,"Kharibot, Kathmandu",23500000.0
Modern bungalow for sale in Lazimpat,"['modern', 'bungalow', 'sale', 'lazimpat']",modern bungalow sale lazimpat,4,House,"Lazimpat, Kathmandu",130000000.0
"Beautiful house for sale in Mandikhatar, Kathmandu","['beautiful', 'house', 'sale', 'mandikhatar', 'kathmandu']",beautiful house sale mandikhatar kathmandu,5,House,"Mandikhatar, Kathmandu",38800000.0
"House for sale in Ekatabasti, Jyotingar","['house', 'sale', 'ekatabasti', 'jyotingar']",house sale ekatabasti jyotingar,4,House,"Sukedhara, Kathmandu",28500000.0
"House for sale near Medicity Hospital,Lalitpur","['house', 'sale', 'near', 'medicity', 'hospitallalitpur']",house sale near medicity hospitallalitpur,5,House,"Nakkhu, Lalitpur",36000000.0
"Beautiful house for sale at Ochu Height, Imadol","['beautiful', 'house', 'sale', 'ochu', 'height', 'imadol']",beautiful house sale ochu height imadol,6,House,"Ochu Height, Lalitpur",22500000.0
Brand new house on sale at Tikathali,"['brand', 'new', 'house', 'sale', 'tikathali']",brand new house sale tikathali,5,House,"Tikathali, Lalitpur",23000000.0
Single storey house on sale at Tikathali,"['single', 'storey', 'house', 'sale', 'tikathali']",single storey house sale tikathali,5,House,"Tikathali, Lalitpur",15000000.0
Attractive house on sale at Imadol,"['attractive', 'house', 'sale', 'imadol']",attractive house sale imadol,4,House,"Imadol, Lalitpur",30000000.0
"House on sale at Mount View Residency, Hattiban","['house', 'sale', 'mount', 'view', 'residency', 'hattiban']",house sale mount view residency hattiban,6,House,"Hattiban, Lalitpur",35000000.0
Residential house for sale at Hattiban,"['residential', 'house', 'sale', 'hattiban']",residential house sale hattiban,4,House,"Hattiban, Lalitpur",25000000.0
Residential house on sale at Tikathali,"['residential', 'house', 'sale', 'tikathali']",residential house sale tikathali,4,House,"Tikathali, Lalitpur",19500000.0
Residential house for sale at Tikathali,"['residential', 'house', 'sale', 'tikathali']",residential house sale tikathali,4,House,"Tikathali, Lalitpur",19500000.0
"Beautiful house for sale in Tenzing Chowk, Kapan","['beautiful', 'house', 'sale', 'tenzing', 'chowk', 'kapan']",beautiful house sale tenzing chowk kapan,6,House,"Kapan, Kathmandu",38500000.0
"House on sale in Bulbule, Chabahil","['house', 'sale', 'bulbule', 'chabahil']",house sale bulbule chabahil,4,House,"Chabahil, Kathmandu",21500000.0
"Semi furnished house on sale in Chapali Height, Budhanilkantha","['semi', 'furnished', 'house', 'sale', 'chapali', 'height', 'budhanilkantha']",semi furnished house sale chapali height budhanilkantha,7,House,"Chapali, Kathmandu",33500000.0
Fully furnished bungalow for sale in Hattigauda,"['fully', 'furnished', 'bungalow', 'sale', 'hattigauda']",fully furnished bungalow sale hattigauda,5,House,"Hattigaunda, Kathmandu",37800000.0
Semi furnished house on sale in Budhanilkantha,"['semi', 'furnished', 'house', 'sale', 'budhanilkantha']",semi furnished house sale budhanilkantha,5,House,"Budhanilkantha, Kathmandu",26500000.0
Beautiful house on sale in Budhanilkantha,"['beautiful', 'house', 'sale', 'budhanilkantha']",beautiful house sale budhanilkantha,4,House,"Budhanilkantha, Kathmandu",37000000.0
Newly built house on sale at Lamatar,"['newly', 'built', 'house', 'sale', 'lamatar']",newly built house sale lamatar,5,House,"Lamatar, Lalitpur",12000000.0
Beautiful bungalow on sale at Bafal,"['beautiful', 'bungalow', 'sale', 'bafal']",beautiful bungalow sale bafal,4,House,"Bafal, Kathmandu",60000000.0
Semi furnished house on sale at Kadaghari,"['semi', 'furnished', 'house', 'sale', 'kadaghari']",semi furnished house sale kadaghari,5,House,"Kadaghari, Kathmandu",29000000.0
Newly built bungalow on sale at Hattigauda,"['newly', 'built', 'bungalow', 'sale', 'hattigauda']",newly built bungalow sale hattigauda,5,House,"Hattigaunda, Kathmandu",47000000.0
Residential bungalow for sale at Budhanilkantha,"['residential', 'bungalow', 'sale', 'budhanilkantha']",residential bungalow sale budhanilkantha,4,House,"Budhanilkantha, Kathmandu",82000000.0
Brand new residential house for sale in Hattigauda,"['brand', 'new', 'residential', 'house', 'sale', 'hattigauda']",brand new residential house sale hattigauda,6,House,"Hattigaunda, Kathmandu",44000000.0
"New duplex house on sale in Hattiban, Lalitpur","['new', 'duplex', 'house', 'sale', 'hattiban', 'lalitpur']",new duplex house sale hattiban lalitpur,6,House,"Hattiban, Lalitpur",39500000.0
"House on sale in Karyabinayak, Lalitpur","['house', 'sale', 'karyabinayak', 'lalitpur']",house sale karyabinayak lalitpur,4,House,"Karyabinayak, Lalitpur",35000000.0
"Semi furnished house on sale in Gwarko, Lalitpur","['semi', 'furnished', 'house', 'sale', 'gwarko', 'lalitpur']",semi furnished house sale gwarko lalitpur,6,House,"Gwarko, Lalitpur",25000000.0
House on sale in affordable price at Mulpani Chaur,"['house', 'sale', 'affordable', 'price', 'mulpani', 'chaur']",house sale affordable price mulpani chaur,6,House,"Mulpani, Kathmandu",15500000.0
Residential house for sale at Sanobharyang,"['residential', 'house', 'sale', 'sanobharyang']",residential house sale sanobharyang,4,House,"Sanobharyang, Kathmandu",39500000.0
"Semi furnished bungalow for sale in Mahatomarg, Bhaisepati","['semi', 'furnished', 'bungalow', 'sale', 'mahatomarg', 'bhaisepati']",semi furnished bungalow sale mahatomarg bhaisepati,6,House,"Bhaisepati, Lalitpur",62500000.0
